"IGI 1337 ?","Organisation de la sécurité des SI de l'État ; feuille de route annuelle validée en COSINUS."
"SI à enjeux ?","SI soutenant les missions essentielles ou traitant des données sensibles."
"Homologation ?","Obligatoire (art. 4-3 décret 2019-1088) ; tout SI migré au cloud est un nouveau SI."
"Échéances d'homologation ?","SI des missions essentielles avant fin 2026 ; autres SI à enjeux avant fin 2028."
"Gouvernance ministérielle ?","Conseiller numérique au cabinet, cyber dans les lettres de mission, inspections, politique d'audit."
"Chaîne d'approvisionnement ?","Exigences cyber dans les marchés numériques avant fin 2026 ; politique de contrôle au 30/06/2026."
"Obsolescence ?","Équipements de sécurité obsolètes remplacés avant fin 2026 ; autres éléments avant le 1/03/2028."
"Services exposés ?","DNS (service interministériel) et messagerie à renforcer en 2026."
"Authentification multifacteur ?","SI à enjeux avant le 28/02/2027 ; tous les SI avant le 28/02/2028 ; administrateurs avant fin 2026."
"Gestion des accès ?","Cycle de vie automatisé (RH), revue annuelle, suppression des comptes génériques, ProConnect."
"Administration sécurisée ?","Postes dédiés, MFA, annuaires au niveau 3 ADS."
"Supervision ?","Traces centralisées, EDR/XDR partout, CSIRT ministériels reliés au CERT-FR."
"Après un incident important ?","Suivre l'ANSSI ; point de suivi à 6 mois (ANSSI, inspection, Premier ministre)."
"PRA et sauvegardes ?","Tests au moins une fois par an."
"Post-quantique ?","Inventaire fin 2026, briques fin 2027, SI DR protégés fin 2030, puis uniquement des produits post-quantiques."
"CIRN ?","Comité interministériel pour la résilience nationale ; CIRN 4 le 8/07/2026."
"Histoire de la SNR ?","2022 : 73 actions ; 2025 : recentrée (2 priorités, 11 actions) ; 2026 : accélération."
"Démarche globale ?","Anticiper, se préparer, faire face ensemble."
"Biens vitaux ?","Liste classifiée (groupes électrogènes, médicaments, terres rares) ; relocalisation, diversification, stocks."
"Décisions du CIRN 4 ?","Biens vitaux, réseaux, télécoms, exercice black-out, PDSN, réserves, JNR élargie."
"Anti-drones ?","Centre d'excellence à Brétigny-sur-Orge ; neutralisation possible par les opérateurs privés."
"EASN ?","État d'alerte de sécurité nationale, en deçà de l'état d'urgence (LPM 2026)."
"Vigipirate rénové ?","22/06/2026 : vigilance, vigilance renforcée, alerte attentat ; retour automatique après 12 jours."
"DEFSECNI ?","5 niveaux : 5 = temps de paix, 1 = crise majeure."
"Orion 2026 ?","22/09/2025 au 30/04/2026 ; 12 ministères ; environ 10 000 militaires."
"Réserves ?","Vivier opérationnel (RSN), continuité des opérateurs essentiels, volontariat (réserves communales)."
"Jeunesse ?","Éducation à la défense (2026), 2 exercices de mise en sûreté par an, Service civique formé aux crises."
"Crise écologique ?","Urgence de sécurité nationale ; feuille de route SGDSN et SGPE."
