"Campus Cyber HDF ?","Fédère acteurs publics et privés ; sensibilise, oriente, assiste ; kit conseil de mars 2024."
"ANSSI ?","Autorité nationale : défendre, connaître, partager, accompagner."
"MonAideCyber ?","Diagnostic cyber gratuit de l'ANSSI par des aidants formés."
"Réagir en HDF ?","CSIRT 0 806 700 111, 17 (114 par SMS), Cybermalveillance, ANSSI si entité régulée, CNIL."
"Plateformes ?","Perceval (carte bancaire), Pharos (contenus illicites), 33700 (spams), Thésée (escroqueries)."
"Diagnostic France 2030 ?","8 jours, 8 800 € HT, 50 % subventionné (4 400 € de reste à charge)."
"Cyber PME ?","Diagnostic + subvention de 30 000 à 80 000 € (jusqu'à 70 %) ; priorité aéronautique et énergie."
"Pass Cyber HDF ?","Formation, Conseil (audits, tests d'intrusion), Investissement."
"ENISA / CERT-EU ?","Agence européenne de cybersécurité / CERT des institutions de l'UE ; 14 bonnes pratiques (02/2022)."
"MFA ENISA ?","Sur VPN, extranet, messagerie ; préférer cartes à puce et clés FIDO2 aux SMS."
"Credential stuffing ?","Réutilisation d'identifiants volés : ne jamais réutiliser un mot de passe."
"Tiers et cloud ?","Contrôler l'accès des prestataires ; durcir le cloud et séparer son administration."
"Règle 3-2-1 ?","3 copies, 2 supports différents, 1 hors site ; RTO et RPO définis ; restaurations testées."
"RTO / RPO ?","Délai de reprise visé / perte de données maximale acceptable."
"Réseau ?","Segmentation, accès selon appareil et contexte, protocoles faibles désactivés."
"Messagerie et DDoS ?","Antispam et passerelle sécurisée ; CDN ou haute disponibilité."
"Serveurs rarement redémarrés ?","Accès Internet bloqué : cibles de portes dérobées vers le C2."
"Humain ?","Former les administrateurs, surveiller les outils d'admin, sensibiliser à l'hameçonnage."
"CSIRT ?","Procédures pour le joindre vite (réseau européen des CSIRT)."
