Quel est l'objectif principal de la méthode EBIOS Risk Manager (RM) ?,"Apprécier les risques numériques, identifier les mesures de sécurité pour les maîtriser, et valider le niveau de risque acceptable dans une démarche d'amélioration continue."
La méthode EBIOS RM combine deux approches complémentaires pour appréhender les risques. Quelles sont-elles ?,Une approche par conformité pour le socle de sécurité et une approche par scénarios pour les risques avancés d'origine intentionnelle.
Combien d'ateliers composent la démarche itérative d'EBIOS Risk Manager ?,Cinq ateliers.
"Quel est l'objectif de l'Atelier 1 d'EBIOS RM, intitulé ""Cadrage et socle de sécurité"" ?","Identifier l'objet de l'étude, recenser les missions et valeurs métier, identifier les événements redoutés et évaluer la conformité au socle de sécurité."
"Dans EBIOS RM, que désigne une ""valeur métier"" ?","Une composante importante pour l'organisation dans l'accomplissement de sa mission, comme un service, une information ou un savoir-faire à protéger."
"Que représente un ""bien support"" dans la méthode EBIOS RM ?","Une composante du système d’information (numérique, physique ou organisationnelle) sur laquelle repose une ou plusieurs valeurs métier."
"Qu'est-ce qu'un ""événement redouté"" (ER) dans le contexte de l'Atelier 1 d'EBIOS RM ?","Une atteinte préjudiciable à une valeur métier (disponibilité, intégrité, confidentialité, etc.) dont on estime la gravité des impacts."
"Quel est le but de l'Atelier 2 d'EBIOS RM, intitulé ""Sources de risque"" ?","Identifier et caractériser les sources de risque (SR) et leurs objectifs visés (OV), puis retenir les couples SR/OV les plus pertinents."
"Que signifie l'acronyme ""SR/OV"" dans la méthode EBIOS RM ?",Il désigne un couple Source de Risque / Objectif Visé.
"Qu'est-ce qu'un ""objectif visé"" (OV) pour une source de risque dans EBIOS RM ?","La finalité poursuivie par une source de risque, selon ses motivations (ex: espionnage industriel, gain financier, déstabilisation)."
"Quelle est la finalité de l'Atelier 3, ""Scénarios stratégiques"" ?",Établir une cartographie de dangerosité de l'écosystème et bâtir des scénarios de haut niveau (stratégiques) représentant les chemins d'attaque possibles.
"Dans EBIOS RM, que comprend l'""écosystème"" de l'objet de l'étude ?","L'ensemble des parties prenantes (partenaires, sous-traitants, filiales, etc.) qui interagissent avec l'objet de l'étude."
"Un _____ est un enchaînement d'événements que la source de risque pourrait générer pour atteindre son objectif, en passant par l'écosystème et les valeurs métier.",scénario stratégique
"Quel est l'objectif de l'Atelier 4 d'EBIOS RM, ""Scénarios opérationnels"" ?",Construire des scénarios techniques (opérationnels) détaillant les modes opératoires des sources de risque et estimer leur vraisemblance.
Un scénario opérationnel est un enchaînement d'actions élémentaires portées sur les _____ de l’objet étudié ou de son écosystème.,biens supports
"Quelle est la finalité de l'Atelier 5, ""Traitement du risque"" ?","Synthétiser les risques, définir une stratégie de traitement, décliner les mesures dans un plan, et évaluer les risques résiduels."
La méthode EBIOS RM prévoit deux cycles de révision. Quels sont-ils ?,Un cycle stratégique (revisitant toute l'étude) et un cycle opérationnel (revenant sur les scénarios opérationnels).
"Selon la Fiche Méthode 3, citez quatre des six catégories d'impacts à prendre en compte pour évaluer la gravité des événements redoutés.","Impacts sur les missions, humains/matériels/environnementaux, sur la gouvernance, financiers, juridiques, et sur l'image/confiance."
"Dans l'échelle de gravité générique (Fiche 3), quel est le niveau le plus élevé et que représente-t-il ?","G5 – Catastrophique : conséquences sectorielles ou régaliennes au-delà de l’organisation, impactant l'écosystème ou une fonction de l'État."
"Selon la Fiche 4, les profils d'attaquants intentionnels peuvent être regroupés en trois grandes catégories. Quelles sont-elles ?","Organisations structurées (États, crime organisé), organisations à motivation idéologique (terroristes, activistes), et attaquants à moyens limités (individus isolés, officines)."
Terme : Harponnage (Spearfishing),"Définition : Variante du hameçonnage qui se focalise sur un nombre limité d'utilisateurs avec un message fortement personnalisé, en utilisant des techniques d'ingénierie sociale."
"Citez trois catégories génériques d'objectifs visés (OV) par les sources de risque, selon la Fiche Méthode 4.","Espionnage, prépositionnement stratégique, influence, entrave au fonctionnement, lucratif, ou défi/amusement."
Comment est évaluée la pertinence d'un couple SR/OV dans l'Atelier 2 ?,"Principalement à partir du niveau de motivation de la source de risque, de ses ressources (capacités) et de son activité dans le secteur."
"Selon la Fiche 5, quelles sont les deux natures de parties prenantes (PP) à prendre en compte dans l'analyse de l'écosystème ?","Les parties prenantes externes (clients, partenaires, prestataires) et les parties prenantes internes (services connexes, filiales)."
Quelle formule est proposée dans la Fiche 5 pour évaluer le niveau de menace d'une partie prenante ?,Niveau de menace = (Dépendance x Pénétration) / (Maturité cyber x Confiance).
"Dans la cartographie de menace de l'écosystème (Fiche 5), que signifie la ""Zone de danger"" ?","Une zone où le niveau de menace est jugé très élevé et inacceptable, nécessitant des mesures de réduction du risque ou un refus de l'interaction."
"Que recommande la Fiche 6 pour une partie prenante située dans la ""Zone de contrôle"" ?","L'enrôlement de la partie prenante dans le processus de management du risque (surveillance, audit, plan d'amélioration)."
Le modèle de séquence d'attaque type proposé dans la Fiche 7 s'articule autour de quatre phases. Quelles sont-elles ?,"Connaître, Rentrer, Trouver, et Exploiter."
"Dans le modèle de séquence d'attaque, que recouvre la phase ""Trouver"" ?","Les activités de reconnaissance interne, de latéralisation, d'élévation de privilèges et de persistance pour localiser les biens supports recherchés."
Terme : Attaque par point d'eau (Waterhole),Définition : Piège mis en place sur un serveur d'un site Internet légitime (ou faux) régulièrement visité par les utilisateurs ciblés pour les compromettre lors de leur connexion.
"Dans la Fiche 7, que signifie le sigle ""MICE"" en lien avec le recrutement d'une source humaine ?","Il couvre les quatre grandes catégories de motivations poussant une cible à trahir : Money (Argent), Ideology (Idéologie), Compromission, Ego."
Qu'est-ce que la vraisemblance d'un scénario opérationnel selon la Fiche 8 ?,Elle reflète le degré de faisabilité ou de possibilité que l'un des modes opératoires de l'attaquant aboutisse à l'objectif visé.
La Fiche 8 propose trois approches pour coter la vraisemblance d'un scénario opérationnel. Quelles sont-elles ?,"Méthode expresse (cotation directe), méthode standard (basée sur la probabilité de succès des actions) et méthode avancée (ajoutant la difficulté technique)."
"Dans la méthode avancée d'évaluation de la vraisemblance (Fiche 8), à quoi est principalement liée la ""difficulté technique"" d'une action ?",Elle est plus particulièrement liée au niveau de protection de la cible (son exposition et ses vulnérabilités).
"Dans la méthode avancée d'évaluation de la vraisemblance (Fiche 8), par quoi est davantage influencée la ""probabilité de succès"" d'une action ?",Elle est davantage influencée par le niveau de défense et de résilience de la cible (capacités de supervision et de réaction).
"Selon la Fiche 9, les mesures de traitement du risque peuvent être structurées selon quatre principes de sécurité en profondeur. Lesquels ?","Gouvernance et anticipation, Protection, Défense, et Résilience."
