Comment maintenir à jour un SGBD selon l'ANSSI ?;En ne le mettant jamais à jour pour éviter les pannes;Via les dépôts officiels, en installant les mises à jour de sécurité;En téléchargeant des correctifs sur des forums non vérifiés;En le réinstallant chaque semaine depuis zéro;3;Le guide sur la configuration d'un système GNU/Linux (mesures R58 à R61) complète ces recommandations.
Que doit-on minimiser sur les serveurs hébergeant une base de données ?;Le nombre de sauvegardes effectuées;Les extensions et outils d'administration utilisés;La taille du disque dur;Le nombre de tables de la base;3;Cela s'inscrit dans les recommandations d'administration sécurisée des SI.
Que faut-il journaliser concernant une base de données ?;Uniquement les requêtes SELECT simples;Rien, la journalisation est inutile;Les événements et les accès administrateurs;Uniquement les erreurs de syntaxe SQL;4;Cela s'appuie sur l'annexe A du guide d'architecture pour la sécurité d'un système de journalisation.
Quels comptes d'accès distincts recommande l'ANSSI pour une base de données ?;Aucun compte, un accès anonyme suffit;Un compte par ordinateur uniquement;Un compte unique partagé par tous;Des comptes distincts pour les utilisateurs humains et pour les applications;5;Chaque type de compte doit avoir un usage clairement défini.
Quand le compte administrateur natif d'un SGBD doit-il être utilisé ?;Jamais, il doit être supprimé sans alternative;Uniquement par les utilisateurs externes;Uniquement en dernier recours, avec analyse régulière de son usage;Systématiquement pour toutes les tâches;4;Une authentification multifacteur doit aussi être mise en place pour les administrateurs.
Qu'est-ce que le principe de moindre privilège appliqué à une base de données ?;Ne définir aucun rôle particulier;Limiter les droits des utilisateurs au strict nécessaire, via des rôles;Supprimer tous les comptes utilisateurs;Donner tous les droits à tous les utilisateurs par défaut;3;Des rôles sont définis puis affectés aux utilisateurs selon leurs besoins.
Comment isoler les données et fichiers de configuration d'une base de données selon le durcissement recommandé ?;Ne pas les isoler, cela n'a pas d'importance;Les stocker uniquement sur une clé USB;Les stocker tous dans le même dossier que le système d'exploitation;Les stocker sur des partitions ou répertoires distincts;5;Cela limite l'impact d'une compromission d'une partie du système.
Que faut-il faire des fonctionnalités avancées permettant de lire/écrire/exécuter des fichiers du système via la BDD ?;Les activer par défaut pour plus de flexibilité;Les désactiver;Aucune action n'est nécessaire;Les utiliser systématiquement pour l'administration;3;Ces fonctionnalités élargissent inutilement la surface d'attaque de la base de données.
Faut-il utiliser des données de production dans un environnement de développement ?;Non, pour éviter les fuites de données;Oui, systématiquement pour tester en conditions réelles;Oui, mais uniquement le week-end;Cela n'a aucune importance pour la sécurité;2;Une attention particulière doit aussi être portée aux BDD proposées en SaaS.
Quel risque particulier concerne les bases de données proposées en format SaaS ?;Un risque uniquement financier lié au prix de l'abonnement;Un risque uniquement lié à la météo du datacenter;Un risque de mutualisation entre clients;Aucun risque particulier par rapport à l'hébergement propre;4;Ce risque justifie une attention particulière lors du choix d'une offre SaaS.
Comment protéger les données lors de leur transmission et de leur stockage dans une BDD ?;Les laisser en clair pour simplifier les requêtes;Les chiffrer on-transit et at-rest;Ne chiffrer que les sauvegardes, jamais les données actives;Ne chiffrer que les mots de passe des utilisateurs;3;Un serveur dédié par niveau de sensibilité des données est aussi recommandé.
Quelle bonne pratique de développement protège contre les injections lors de l'accès à une BDD ?;La désactivation de toute authentification;L'utilisation de requêtes préparées;La concatenation directe de chaînes de caractères dans les requêtes;L'utilisation exclusive du compte administrateur natif;3;Cette pratique évite que des entrées utilisateur ne soient interprétées comme du code SQL.
Que faut-il superviser concernant les ressources d'un serveur de base de données ?;Rien, la supervision n'apporte aucune valeur;Le stockage, le CPU et la RAM, avec audit des événements suspicieux;Uniquement le nombre de connexions Wi-Fi à proximité;Uniquement la couleur de l'interface d'administration;3;Cette supervision complète les mesures de sécurisation des accès et de la configuration.
